GYear,GMonth,GDay,GoldText,GoldVerse,GoldFrame,GoldAlign,GoldSize,BigText,BigAlign,BigSize,SmallText
2018,2,2,耶稣拿着这五个饼、两条鱼#⋯⋯他们就吃、并且都吃饱了,路加福音9章16节,S,C,M,耶稣基督体恤我们的缺乏，#愿意供应我们的需要。 ,C,L,.
2018,2,3,谨守诫命的、保全生命． #轻忽己路的、必致死亡。 ,箴言19章16节,S,C,M,按照神心意去生活。 ,C,L,.
2018,2,4,神阿、你的意念向我何等宝贵． #其数何等众多。我若数点、#比海沙更多．我睡醒的时候、#仍和你同在。 ,诗篇139章17节,S,C,M,神的恩典比海沙更多。没有海沙，#只有尖石，忧愁、恐惧将至。 ,C,L,.
2018,2,5,你们要尝尝主恩的滋味，#便知道他是美善；#投靠他的人有福了！ ,诗篇34章8节,S,C,M,尝主恩的滋味就如看见#美食当前，一试滋味无穷。 ,C,L,.
2018,2,6,盐本是好的、若失了味、#可用什么叫他再咸呢。 #你们里头应当有盐、彼此和睦。 ,马可福音9章50节,S,C,M,不论盐或基督徒，#存在是有其目的。 ,C,L,.
2018,2,7,凡事我都可行．但不都有益处。 #凡事我都可行、但无论那一件、#我总不受他的辖制。 ,哥林多前书6章12节,S,C,M,废寝忘食的习惯#对身心灵都没有好处。 ,C,L,.
2018,2,8,爱里没有惧怕．爱既完全、#就把惧怕除去． #因为惧怕里含着刑罚． #惧怕的人在爱里未得完全。 ,约翰一书4章18节,S,C,M,因为主耶稣的爱#使我们的罪被赦免了，#还惧怕什么?,C,L,.
2018,2,9,良言如同蜂房、#使心觉甘甜、#使骨得医治。 ,箴言16章24节,S,C,M,笑话一则：#甲问：「你们卖的蜂蜜都是密封的吗？」#乙答：「对，没有其他昆虫。」,C,L,.
2018,2,10,若全身是眼、从那里听声呢． #若全身是耳、从那里闻味呢。 ,哥林多前书12章17节,S,C,M,我们不是每件事情的主角，#但在神的带领下，#我们担当了重要的角色。 ,C,L,.
2018,2,11,从来没有人恨恶自己的身子、#总是保养顾惜、#正像基督待教会一样． ,以弗所书5章29节,S,C,M,眼睛要保护。每书写、阅读，#用电脑等活动30分钟，须望#远处，休息5至10分钟。 ,C,L,.
2018,2,12,耶和华不像人看人、#人是看外貌、#耶和华是看内心。 ,撒母耳记上16章7节,S,C,M,我们不应因种族、肤色#、好丑评价人；需尊重#且平等地对待他人。 ,C,L,.
2018,2,13,耶和华如此说、你们虽不见风、#不见雨、这谷必满了水、#使你们、和牲畜有水喝。 ,列王纪下3章17节,S,C,M,猜一猜:#风吹试卷。 ,C,L,（猜圣经人物，明天揭晓）
2018,2,14,现在有云遮蔽、#人不得见穹苍的光亮． #但风吹过、天又发晴。 ,约伯记37章21节,S,C,M,当被风吹时，眼睛有如#被洋葱刺激的刺痛感，#可能患上干眼症了。 ,C,L,（「动脑筋」答案：司提反）
2018,2,15,死了的人都凭着这些#案卷所记载的、照他#们所行的受审判。 ,启示录20章12节,S,C,M,因信耶稣基督，而被称义的，#会在新天新地享受永生。 ,C,L,.
2018,2,16,你必将生命的道路指示我。 #在你面前有满足的喜乐；#在你右手中有永远的福乐。 ,诗篇16章11节,S,C,M,新的一年，#新的开始。 ,C,L,.
2018,2,17,你手若有行善的力量、#不可推辞、#就当向那应得的人施行。 ,箴言3章27节,S,C,M,施比受更有福。 ,C,L,.
2018,2,18,我们相爱，不要只在言语和舌#头上，总要在行为和诚实上。 ,约翰一书3章18节,S,C,M,除了爱情，还有亲情、#友情及恩情； 不要吝啬，#去爱身边的人。 ,C,L,.
2018,2,19,为什么看见你弟兄眼中有刺、#却不想自己眼中有梁木呢。 ,马太福音7章3节,S,C,M,要彼此「扶持」，#而不要彼此「坚持」。 ,C,L,.
2018,2,20,一样的人民、都是一样的#言语、如今既作起这事来#、以后他们所要作的事、#就没有不成就的了。 ,创世记11章6节,S,C,M,婚前彼此沟通，了解更多。 #婚后更要沟通，互相体谅。 ,C,L,.
2018,2,21,你为许多的事、思虑烦扰． #但是不可少的只有一件...,路加福音10章41节,S,C,M,方向正确的辛劳，带来贡献，#忙乱工作，徒劳无功。 #安静与神对话，得力在乎平静安稳。 ,C,L,.
2018,2,22,没有异象、民就放肆． ,箴言29章18节,S,C,M,领袖能凭异象或使命#带来生活中的真正改变。 ,C,L,.
2018,2,23,回答柔和、使怒消退． #言语暴戾、触动怒气。 ,箴言15章1节,S,C,M,己所不欲，勿施于人。 ,C,L,.
2018,2,24,报福音、传喜信的人，#他们的脚踪何等佳美！ ,罗马书10章15节,S,C,M,再好的脚印也会被冲去，只有不#断的报福音、不断的传喜信，才#不会失去脚踪。努力！ ,C,L,.
2018,2,25,人子来是要寻找#和拯救失丧的人。 ,路加福音19章10节,S,C,M,迷羊若不被领回到羊圈里来，#它就流离，被野兽吃掉。 ,C,L,.
2018,2,26,这是耶和华所定的日子，#我们在其中要高兴欢喜！ ,诗篇118章24节,S,C,M,这个日子是什么？ #这个日子，就是我们得救的日子。 ,C,L,.
2018,2,27,你们不要自欺． #滥交是败坏善行。 ,哥林多前书15章33节,S,C,M,恒常阅读神的话语#是你最佳的保护伞。 ,C,L,.
2018,2,28,只要有衣有食、#就当知足。 ,提摩太前书6章8节,S,C,M,食物篇：#凉拌番茄可放少许盐能改变#糖酸比，使番茄更甜。 ,C,L,.
2018,3,1,快快的听,雅各书1章19节,S,C,M,沟通要先听：#停止活动、注视对方、确认所听,C,L,.
2018,3,2,慢慢的说,雅各书1章19节,S,C,M,沟通要思想：#要事实、要正向、要交流,C,L,.
2018,3,3,但你们在那里必寻求耶和华#你的神．你尽心尽性寻求#他的时候、就必寻见。 ,申命记4章29节,S,C,M,心中专注集中向神，#就得能力。 ,C,L,.
2018,3,4,殷勤不可懒惰，要心里火热，#常常服事主。 ,罗马书12章11节,S,C,M,工作态度一（快做）：#今天的事今天做，#明日愁来明日当。 ,C,L,.
2018,3,5,少种的少收，#多种的多收。 ,哥林多后书9章6节,S,C,M,工作态度二（多做）：#熟能生巧，#何乐不为。 ,C,L,.
2018,3,6,你当预备迎见你的神。 ,阿摩司书4章12节,S,C,M,工作态度三（能做）：#先温习，后考试。 ,C,L,.
2018,3,7,甘心事奉，好像服事主，#不像服事人。 ,以弗所书6章7节,S,C,M,工作态度四（愿做）：#我愿意，不一定结婚才说。 ,C,L,.
2018,3,8,愿耶和华从锡安赐福给你。 #愿你一生一世、#看见耶路撒冷的好处。 ,诗篇128章5节,S,C,M,至高造物主宰对人的赐福。 ,C,L,.
2018,3,9,凡事都可行．但不都有益处。 #凡事都可行．但不都造就人。 ,哥林多前书10章23节,S,C,M,凡事不求自己益处，#只求别人益处。 ,C,L,.
2018,3,10,我们若是靠圣灵得生、#就当靠圣灵行事。 ,加拉太书5章25节,S,C,M,圣灵伴人同行人生路。 ,C,L,.
2018,3,11,凡自高的，必降为卑；#自卑的，必升为高。 ,马太福音23章12节,S,C,M,动脑筋：#自大加一点,C,L,（猜一字，明天揭晓）
2018,3,12,敬畏耶和华、是智慧的训诲． #尊荣以前、必有谦卑。 ,箴言15章33节,S,C,M,恃才傲物苦自招，#虚怀若谷乐融融。 ,C,L,（「动脑筋」答案：臭）
2018,3,13,亲爱的弟兄、不要自己伸冤、#宁可让步、听凭主怒。 ,罗马书12章19节,S,C,M,#主说：#「伸冤在我，我必报应。」,C,L,.
2018,3,14,多言多语难免有过． #禁止嘴唇是有智慧。 ,箴言10章19节,S,C,M,仔细思想后才说话。 ,C,L,.
2018,3,15,他曾照自己的大怜悯，借耶稣#基督从死里复活，重生了我们，#叫我们有活泼的盼望,彼得前书1章3节,S,C,M,健康篇：#减肥不是看磅数，而是#看体内脂肪的百分比。 ,C,L,.
2018,3,16,主每早晨提醒，提醒我的耳朵，#使我能听，像受教者一样。 ,以赛亚书50章4节,S,C,M,早晨是一天的开始，#也是对神盼望的时刻。 ,C,L,.
2018,3,17,行事为人要端正、好像行在白昼． #不可荒宴醉酒．不可好色邪荡． #不可争竞嫉妒。 ,罗马书13章13节,S,C,M,纪律就是自我的约束。 ,C,L,.
2018,3,18,你们必须忍耐、#使你们行完了神的旨意、#就可以得着所应许的。 ,希伯来书10章36节,S,C,M,恒心等待，#使命必达。 ,C,L,.
2018,3,19,你要专心仰赖耶和华，#不可倚靠自己的聪明。 ,箴言3章5节,S,C,M,笑话一则：#甲：你有不少朋友？ #乙：需要我时多些，我需要他们时少些。 ,C,L,(唯有耶和华不变)
2018,3,20,然而敬虔加上知足#的心便是大利了,提摩太前书6章6节,S,C,M,人没有带什么来世界，#也不能带走什么离开。 ,C,L,.
2018,3,21,免我们的债、#如同我们免了人的债。 ,马太福音6章12节,S,C,M,耶稣基督以宝血，#赦免我们的罪。 ,C,L,.
2018,3,22,爱里没有惧怕． #爱既完全、就把惧怕除去． ,约翰一书4章18节,S,C,M,饮食篇－豆浆与蜂蜜：#二者结合产生沉淀物，#身体不容易吸收。 ,C,L,爱与惧怕，不要放在一起。
2018,3,23,凡事都有定期，#天下万务都有定时。 ,传道书3章1节,S,C,M,心急等待未来的日子，#不如享受每日的恩典。 ,C,L,.
2018,3,24,忧愁强如喜笑，#因为面带愁容，#终必使心喜乐。 ,传道书7章3节,S,C,M,与主同行，#忧愁必转为喜乐。 ,C,L,.
2018,3,25,从前你们是暗昧的、#但如今在主里面是光明的、#行事为人就当像光明的子女,以弗所书5章8节,S,C,M,结出良善、公义、#诚实的光明果子,C,L,.
2018,3,26,惟用爱心说诚实话、#凡事长进、连于元首基督。 ,以弗所书4章15节,S,C,M,以基督耶稣的爱建立自己。 ,C,L,.
2018,3,27,旷野和干旱之地必然欢喜，#沙漠也必快乐，#又像玫瑰开花。 ,以赛亚书35章1节,S,C,M,圣经中的植物－玫瑰：#可供食用的玫瑰果，有维他命C，#是橙的10倍，柠檬的20倍,C,L ,.
2018,3,28,耶和华啊，#求你将你的道指示我，#将你的路教训我！ ,诗篇25章4节,S,C,M,神呀，我正面临抉择的困惑，#求你带领。阿们。 ,C,L,.
2018,3,29,你们是世上的盐．盐若失了味、#怎能叫他再咸呢．以后无用、#不过丢在外面、被人践踏了。 ,马太福音5章13节,S,C,M,饮食篇 - 煎豆腐不散开：#放生粉煎豆腐前，可加点盐#使豆腐的水份逼出便不会散开。 ,C,L,.
2018,3,30,人的劳碌都为口腹、#心里却不知足。 ,传道书6章7节,S,C,M,从前为己劳碌，#如今为主而活。 ,C,L,.
2018,3,31,我不求你叫他们离开世界、#只求你保守他们脱离那恶者。 ,约翰福音17章15节,S,C,M,出淤泥而不染，#濯清涟而不妖，可以吗？ #依靠耶稣基督可以。 ,C,L,.
2018,4,1,让小孩子到我这里来、#不要禁止他们．因为在神国的、#正是这样的人。 ,路加福音18章16节,S,C,M,入天国的都应纯真信赖神。 ,C,L,.
2018,4,2,这耶稣，神已经叫他复活了，#我们都为这事作见证。 ,使徒行传2章32节,S,C,M,位于南太平洋的复活节岛#名字由来，是由于它在#复活节之日被发现。 ,C,L,.
2018,4,3,耶稣对他说、复活在我、#生命也在我．信我的人、#虽然死了、也必复活． ,约翰福音11章25节,S,C,M,复活蛋比喻为「新生命的开始」，#象征「耶稣复活、走出石墓」。 ,C,L,.
2018,4,4,并且神已经叫主复活，#也要用自己的能力叫我们复活。 ,哥林多前书6章14节,S,C,M,主耶稣基督的复活，#带给信主的人有永恒的盼望。 ,C,L,.
2018,4,5,我凭着所赐我的恩对你们各人说：#不要看自己过于所当看的，要照着神所分#给各人信心的大小，看得合乎中道。 ,罗马书12章3节,S,C,M,正确看待自己的生命#便能成为他人的祝福！ ,C,L,.
2018,4,6,我已指教你走智慧的道、#引导你行正直的路。 ,箴言4章11节,S,C,M,天父已经告诉了你，你仍明知故犯吗？ ,C,L,.
2018,4,7,万军之耶和华阿、#倚靠你的人、便为有福。 ,诗篇84章12节,S,C,M,福不是从金钱、事业、成就而来。 ,C,L,.
2018,4,8,一个人不能事奉两个主．不是恶这个#爱那个、就是重这个轻那个． #你们不能又事奉神、又事奉玛门。 ,马太福音6章24节,S,C,M,饮食篇：#胡萝卜主补，白萝卜主泻，#不宜一起吃。 ,C,L,.
2018,4,9,但保惠师、就是父因我的名所要差来的#圣灵、他要将一切的事、指教你们、并且#要叫你们想起我对你们所说的一切话。 ,约翰福音14章26节,S,C,M,圣灵帮助我们明白圣经。 ,C,L,.
2018,4,10,我所说的话你要思想． #因为凡事主必给你聪明。 ,提摩太后书2章7节,S,C,M,动脑筋：#虽有十张口，只有一颗心。 ,C,L,（猜一字，明天揭晓）
2018,4,11,你当心里思想、耶和华你神管教你、#好像人管教儿子一样。 ,申命记8章5节,S,C,M,心里没有耶和华，#百思不得其解。 ,C,L,（「动脑筋」答案：思）
2018,4,12,清心的人有福了！ #因为他们必得见神。 ,马太福音5章8节,S,C,M,「清心」是没有骄傲、虚荣、#自私、贪心等心态，祗有爱心、#信心、公义、谦卑等的美善。 ,C,L,.
2018,4,13,得智慧，得聪明的，#这人便为有福。 ,箴言3章13节,S,C,M,健康篇：#身体的颈部和腹部对温度#最敏感，小心颈部着凉。 ,C,L,.
2018,4,14,天国好像宝贝藏在地里．人遇见#了、就把他藏起来．欢欢喜喜的#去变卖一切所有的、买这块地。 ,马太福音13章44节,S,C,M,天国是至宝。 ,C,L,.
2018,4,15,你们要常在我里面、我也常在你们里面。 #枝子若不常在葡萄树上、自己就不能结果子． #你们若不常在我里面、也是这样。 ,约翰福音15章4节,S,C,M,圣经中的水果－葡萄：#葡萄树有很强的适应环境能力，#已经有几千年历史。 ,C,L,.
2018,4,16,求你转向我，怜恤我，#因为我是孤独困苦。 ,诗篇25章16节,S,C,M,与主同行，#从不孤单。 ,C,L,.
2018,4,17,富户穷人、在世相遇、#都为耶和华所造。 ,箴言22章2节,S,C,M,不要骄傲，#只存谦卑。 ,C,L,.
2018,4,18,愿恩惠、平安，因你们认识神#和我们主耶稣多多的加给你们。 ,彼得后书1章2节,S,C,M,主啊！我要亲近你。 ,C,L,.
2018,4,19,不可叫人小看你年轻． #总要在言语、行为、爱心、信心、#清洁上．都作信徒的榜样。 ,提摩太前书4章12节,S,C,M,今天是你余生最年轻的一天。 ,C,L,.
2018,4,20,我的心哪、#你当默默无声、专等候神． #因为我的盼望是从他而来。 ,诗篇62章5节,S,C,M,笑话一则：#人问：人有两个耳朵、两个眼睛、#两个鼻孔、为何一个嘴巴？ ,C,L,(神答：不要多嘴。)
2018,4,21,我们在天上的父、#愿人都尊你的名为圣。 ,马太福音6章9节,S,C,M,基督徒须活得丰盛，#称颂上帝的名。 ,C,L,.
2018,4,22,愿你的国降临。 #愿你的旨意行在地上、#如同行在天上。 ,马太福音6章10节,S,C,M,我们的行为须显示出#我们是上帝的国民。 ,C,L,.
2018,4,23,我们日用的饮食、#今日赐给我们。 ,马太福音6章11节,S,C,M,全世界每年约有260万名儿童#死于营养不良，求主怜悯。 ,C,L,.
2018,4,24,不要为那必坏的食物劳力、要为那存到#永生的食物劳力、就是人子要赐#给你们的．因为人子是父神所印证的。 ,约翰福音6章27节,S,C,M,耶稣的话是可存#到永远的粮食。 ,C,L,.
2018,4,25,你们要爱惜光阴、#用智慧与外人交往。 ,歌罗西书4章5节,S,C,M,在世寄居的日子，#总有限期。 ,C,L,.
2018,4,26,不叫我们遇见试探．救我们脱离凶恶。 #因为国度、权柄、荣耀、全是你的#直到永远、阿们。 ,马太福音6章13节,S,C,M,做了坏事。 #圣父知，圣子知，圣灵知。 ,C,L,.
2018,4,27,所以你们要弃绝谎言，#各人与邻舍说实话，#因为我们是互相为肢体。 ,以弗所书4章25节,S,C,M,言论，#必须慎思明辨。 ,C,L,.
2018,4,28,他们在旷野荒地漂流、#寻不见可住的城邑 ,诗篇107章4节,S,C,M,从前常漂流无定，#如今已抛锚靠主。 ,C,L,.
2018,4,29,一句话说得合宜，#就如金苹果在银网子里。 ,箴言25章11节,S,C,M,圣经中的水果－苹果：#苹果希伯来文为tap-poo-akh，#意即「芳香」(fragrance),C,L,.
2018,4,30,我称赞你们、因你们凡事记念我、#又坚守我所传给你们的。 ,哥林多前书11章2节,S,C,M,守住上帝的道是值得称赞的。 ,C,L,.
2018,5,1,多言多语难免有过． #禁止嘴唇是有智慧。 ,箴言10章19节,S,C,M,饮食篇：#经常说话者可吃苹果、#梨、蜂蜜、梅子或柚子调理。 ,C,L,.
2018,5,2,你们不要自欺． #滥交是败坏善行。 ,哥林多前书15章33节,S,C,M,交友是要选择的。 ,C,L,.
2018,5,3,教养孩童、#使他走当行的道、#就是到老他也不偏离。 ,箴言22章6节,S,C,M,指导及教育儿女#行倚靠主耶和华的路,C,L,.
2018,5,4,但那等候耶和华的、#必从新得力、他们必如鹰展翅上腾、#他们奔跑却不困倦、行走却不疲乏。 ,以赛亚书40章31节,S,C,M,跟随圣灵的步伐。 ,C,L,.
2018,5,5,各人领受神的恩赐，#一个是这样，#一个是那样。 ,哥林多前书7章7节,S,C,M,不要比较。 ,C,L,.
2018,5,6,得智慧，得聪明的，#这人有福了。 ,箴言3章13节,S,C,M,聪明是专心聆听而明白，#明白是按圣经的道思索。 ,C,L,.
2018,5,7,你们和不信的原不相配，不要同负一轭。 #义和不义有什么相交呢？ #光明和黑暗有什么相通呢？ ,哥林多后书6章14节,S,C,M,你的价值观与圣经所指示的有何不同?,C,L,.
2018,5,8,耶稣说、让小孩子到我这里来、#不要禁止他们．因为在天国的、#正是这样的人。 ,马太福音19章14节,S,C,M,恢复像小孩子的谦卑，#努力跟随基督进入天国,C,L,.
2018,5,9,这是耶和华所定的日子． #我们在其中要高兴欢喜。 ,诗篇118章24节,S,C,M,感谢神赏赐的每一日。 ,C,L,.
2018,5,10,耶和华必为你们争战、#你们只管静默、不要作声。 ,出埃及记14章14节,S,C,M,微笑解决问题，#沉默避免问题。 ,C,L,.
2018,5,11,他说、他是个罪人不是、#我不知道．有一件事我知道． #从前我是眼瞎的、如今能看见了。 ,约翰福音9章25节,S,C,M,从前近视看不见，#如今远视永生来。 ,C,L,.
2018,5,12,出于信心的祈祷、要救那病人、#主必叫他起来．他若犯了罪、#也必蒙赦免。 ,雅各书5章15节,S,C,M,医治只有从#造物主宰而来,C,L,.
2018,5,13,​​按着定命、#人人都有一死、#死后且有审判． ,希伯来书9章27节,S,C,M,接受耶稣基督的救赎，#可以不至灭亡，反得永生。 ,C,L,.
2018,5,14,我必安然躺下睡觉、#因为独有你耶和华使我安然居住。 ,诗篇4章8节,S,C,M,耶和华使人入睡。 ,C,L,.
2018,5,15,彼得说、看哪、我们已经撇下#自己所有的跟从你了。 ,路加福音18章28节,S,C,M,圣经人物 －彼得(Peter)：#磐石之意。 ,C,L,.
2018,5,16,因为『凡有血气的、尽都如草、#他的美荣、都像草上的花．草必枯干、#花必凋谢．惟有主的道是永存的。 』,彼得前书1章24节,S,C,M,人生是在耶和华#的期限之中。 ,C,L,.
2018,5,17,我的肉体、和我的心肠衰残． #但神是我心里的力量、又是我的福分、#直到永远。 ,诗篇73章26节,S,C,M,圣灵是信徒心中的力量。 ,C,L,.
2018,5,18,耶和华的典章真实，全然公义。 #都比金子可羡慕，且比极多的精金可羡慕；#比蜜甘甜，且比蜂房下滴的蜜甘甜。 ,诗篇19章9节,S,C,M,蜂蜜的效用：#「入药之功有五，清热也，补中也，#解毒也，润燥也，止痛也... 」,C,L ,（本草纲目）
2018,5,19,一句话说得合宜，#就如金苹果在银网子里。 ,箴言25章11节,S,C,M,不断谈论自己的人，#不但没有说话艺术，#还深具得罪人的艺术。 ,C,L,（戴尔．卡内基）
2018,5,20,但从起初创造的时候、#神造人是造男造女。 ,马可福音10章6节,S,C,M,耶和华神用地上的尘土造人、#将生气吹在他鼻孔里、#他就成了有灵的活人。 ,C,L,.
2018,5,21,你的手制造我、建立我． #求你赐我悟性、#可以学习你的命令。 ,诗篇119章73节,S,C,M,明白和遵行圣经的吩咐。 ,C,L,.
2018,5,22,谁能说，我洁净了我的心，#我脱净了我的罪？ ,箴言20章9节,S,C,M,防高血压饮食－DASH(1)：#选择全谷根茎类、#天天5+5蔬果、选择低脂奶,C,L,.
2018,5,23,耶稣对他说：复活在我，#生命也在我。信我的人虽然死了，#也必复活,约翰福音11章25节,S,C,M,防高血压饮食－DASH(2)：#红肉改白肉、吃坚果用好油,C, L,.
2018,5,24,行为纯正的义人、#他的子孙、是有福的。 ,箴言20章7节,S,C,M,父亲的正直，#是儿孙之福。 ,C,L,.
2018,5,25,不要效法这个世界．只要心意更#新而变化、叫你们察验何为神的#善良、纯全可喜悦的旨意。 ,罗马书12章2节,S,C,M,圣灵教导人明白和#活出圣经真理。 ,C,L,.
2018,5,26,我未成形的体质、你的眼早已看见了． #你所定的日子、我尚未度一日、#你都写在你的册上了。 ,诗篇139章16节,S,C,M,#赞美你所爱的人：#「你是独一无二的。」,C,L,.
2018,5,27,在世上，你们有苦难；#但你们可以放心，#我已经胜了世界。 ,约翰福音16章33节,S,C,M,苦难给我们动力在生命中成长，#对神有更深的认识。 ,C,L,.
2018,5,28,若有人在基督里，#他就是新造的人，#旧事已过，都变成新的了。 ,哥林多后书5章17节,S,C,M,没有人可以回到过去重新开始，#但每一个人都可以从现在#开始创造全新的未来。 ,C,L,玛丽亚•罗宾森（Maria Robinson）
2018,5,29,坚心倚赖你的、#你必保守他十分平安、#因为他倚靠你。 ,以赛亚书26章3节,S,C,M,基督耶稣是人#得平安的倚靠,C,L,.
2018,5,30,上帝就造出大鱼和水中所滋生各样有#生命的动物，各从其类；又造出各样#飞鸟，各从其类。上帝看着是好的。 ,创世记1章21节,S,C,M,关爱上帝所造就之物。 ,C,L,.
2018,5,31,与喜乐的人要同乐． #与哀哭的人要同哭。 ,罗马书12章15节,S,C,M,心灵一致。 ,C,L,.
2018,6,1,因为你们怎样论断人，也必怎样#被论断；你们用什么量器量给人，#也必用什么量器量给你们。 ,马太福音7章2节,S,C,M,评论要有建议。 ,C,L,.
2018,6,2,因为罪的工价乃是死；惟有神的#恩赐，在我们的主基督耶稣里，#乃是永生。 ,罗马书6章23节,S,C,M,拥有新生命，#活出新生活。 ,C,L,.
